TARGETID,EXPID,MJD,NIGHT,FIBER,SURVEY,PROGRAM,VRAD,VRAD_ERR,VRAD_SKEW,VRAD_KURT,SN_R,RVS_WARN,SUCCESS,FIBERSTATUS,TEFF,LOGG,FEH,TRUE_KIND
100044,900160,59086.891572,20200101,4091,SYNTHETIC,BRIGHT,-79.86595188,1.46165383,-0.08193,2.918291,51.7894,0,True,0,6340.81,3.494,-0.985,stable
100044,900161,59485.187647,20200102,2089,SYNTHETIC,BRIGHT,-81.0683297,1.29132493,-0.08291,3.044157,72.2272,0,True,0,6340.81,3.494,-0.985,stable
100044,900162,59775.825372,20200103,1541,SYNTHETIC,BRIGHT,-77.79645059,1.97852305,-0.084664,3.155175,24.1319,0,True,0,6340.81,3.494,-0.985,stable
100044,900163,60244.532442,20200104,1945,SYNTHETIC,BRIGHT,-78.96307852,1.59406722,-0.002408,3.035673,41.3516,0,True,0,6340.81,3.494,-0.985,stable
100045,900164,59093.612046,20200101,4888,SYNTHETIC,BRIGHT,-188.56748178,1.25240984,-0.041711,3.004598,78.5909,0,True,0,5021.72,4.575,0.5,stable
100045,900165,59352.283258,20200102,1957,SYNTHETIC,BRIGHT,-192.59464256,2.56879581,0.022994,3.327,13.0001,0,True,0,5021.72,4.575,0.5,stable
100045,900166,59384.427094,20200103,1793,SYNTHETIC,BRIGHT,-191.10856443,1.9882752,0.024279,2.846442,23.8455,0,True,0,5021.72,4.575,0.5,stable
100045,900167,59743.92832,20200104,494,SYNTHETIC,BRIGHT,-189.56606934,1.82580001,-0.154907,3.011072,29.385,0,True,0,5021.72,4.575,0.5,stable
100046,900168,59154.550527,20200101,3948,SYNTHETIC,BRIGHT,-12.24822342,1.32735769,0.030344,3.159868,66.9997,0,True,0,4740.46,3.423,-0.789,stable
100046,900169,59994.494264,20200102,2944,SYNTHETIC,BRIGHT,-10.06353494,2.03253239,0.091756,3.019673,22.6075,0,True,0,4740.46,3.423,-0.789,stable
100046,900170,60124.49595,20200103,3146,SYNTHETIC,BRIGHT,-11.42522406,1.50171952,0.092131,3.068838,48.2488,0,True,0,4740.46,3.423,-0.789,stable
100047,900171,59132.23132,20200101,170,SYNTHETIC,BRIGHT,17.83674409,3.28672191,0.057405,3.096055,7.4209,0,True,0,5867.01,2.146,-0.936,stable
100047,900172,59156.357417,20200102,1730,SYNTHETIC,BRIGHT,18.88907625,2.02770863,-0.006846,3.205302,22.7377,0,True,0,5867.01,2.146,-0.936,stable
100047,900173,59624.648626,20200103,2834,SYNTHETIC,BRIGHT,14.02983914,1.26241244,0.051054,2.893018,76.8772,0,True,0,5867.01,2.146,-0.936,stable
100047,900174,59844.947588,20200104,55,SYNTHETIC,BRIGHT,15.65108827,1.80955988,0.039977,3.228616,30.0425,0,True,0,5867.01,2.146,-0.936,stable
100048,900175,59088.921122,20200101,4724,SYNTHETIC,BRIGHT,-82.74313983,1.51526964,-0.102958,3.257935,47.1332,0,True,0,4942.14,4.171,-0.122,stable
100048,900176,59326.431285,20200102,2945,SYNTHETIC,BRIGHT,-82.59747419,1.28825638,-0.147688,3.118776,72.7004,0,True,0,4942.14,4.171,-0.122,stable
100048,900177,59826.639208,20200103,645,SYNTHETIC,BRIGHT,-86.07847429,3.01223354,-0.118379,3.220577,9.03,0,True,0,4942.14,4.171,-0.122,stable
100048,900178,60278.621458,20200104,4931,SYNTHETIC,BRIGHT,-84.48248837,1.26262831,-0.058629,2.843596,76.8408,0,True,0,4942.14,4.171,-0.122,stable
100049,900179,59184.544031,20200101,4225,SYNTHETIC,BRIGHT,-134.4490898,1.83599813,-0.041191,3.0675,28.983,0,True,0,5361.27,3.834,-0.431,stable
100049,900180,60098.748013,20200102,4676,SYNTHETIC,BRIGHT,-135.9625535,1.3581623,-0.006556,2.931693,62.9679,0,True,0,5361.27,3.834,-0.431,stable
100050,900181,59405.359111,20200101,474,SYNTHETIC,BRIGHT,-1.59166721,1.47365338,0.013304,2.905574,50.6892,0,True,0,5673.95,5.0,-1.74,stable
100050,900182,60003.163331,20200102,3644,SYNTHETIC,BRIGHT,-1.62529324,1.42103673,0.059541,2.814313,55.7919,0,True,0,5673.95,5.0,-1.74,stable
100050,900183,60185.182592,20200103,2636,SYNTHETIC,BRIGHT,-0.83602761,1.65456736,-0.012991,2.876984,37.6051,0,True,0,5673.95,5.0,-1.74,stable
100051,900184,59150.974785,20200101,1073,SYNTHETIC,BRIGHT,23.52893921,1.37220778,-0.024796,2.879486,61.2494,0,True,0,4542.84,2.434,-1.137,stable
100051,900185,59907.82046,20200102,693,SYNTHETIC,BRIGHT,22.38934287,1.54941243,0.043676,3.123582,44.488,0,True,0,4542.84,2.434,-1.137,stable
100052,900186,59272.317503,20200101,1790,SYNTHETIC,BRIGHT,160.1408505,1.75365168,-0.099199,2.945469,32.4834,0,True,0,3430.95,4.103,-0.993,stable
100052,900187,59370.061426,20200102,3578,SYNTHETIC,BRIGHT,160.16526589,1.24869027,-0.129258,3.20135,79.2428,0,True,0,3430.95,4.103,-0.993,stable
100052,900188,60244.905076,20200103,3434,SYNTHETIC,BRIGHT,159.53054448,2.64543968,-0.014649,2.822575,12.1464,0,True,0,3430.95,4.103,-0.993,stable
100053,900189,59350.825835,20200101,3174,SYNTHETIC,BRIGHT,35.03720879,1.88188086,0.002447,3.469335,27.2728,0,True,0,4100.51,2.267,-0.359,stable
100053,900190,59552.08715,20200102,928,SYNTHETIC,BRIGHT,30.98745838,1.76921363,0.005469,2.983605,31.7749,0,True,0,4100.51,2.267,-0.359,stable
100053,900191,60240.8042,20200103,857,SYNTHETIC,BRIGHT,35.50902617,1.52257294,0.073368,3.113209,46.5479,0,True,0,4100.51,2.267,-0.359,stable
100053,900192,60279.946709,20200104,2111,SYNTHETIC,BRIGHT,35.72743204,1.54122957,-0.132205,3.169588,45.1013,0,True,0,4100.51,2.267,-0.359,stable
100054,900193,59403.338894,20200101,477,SYNTHETIC,BRIGHT,78.88612382,1.61610211,-0.080262,3.00292,39.9248,0,True,0,5524.63,3.634,-0.878,stable
100054,900194,59825.505264,20200102,1380,SYNTHETIC,BRIGHT,78.34719528,1.5346299,0.006083,2.925862,45.6052,0,True,0,5524.63,3.634,-0.878,stable
100054,900195,60147.702852,20200103,1050,SYNTHETIC,BRIGHT,79.63414129,1.3693181,-0.078856,2.780715,61.5971,0,True,0,5524.63,3.634,-0.878,stable
100055,900196,59220.862564,20200101,1342,SYNTHETIC,BRIGHT,51.45695248,1.36340827,-0.180816,3.120463,62.3177,0,True,0,4677.33,3.963,-1.237,stable
100055,900197,59547.001764,20200102,2672,SYNTHETIC,BRIGHT,56.30355766,1.61909695,0.08924,2.658726,39.7366,0,True,0,4677.33,3.963,-1.237,stable
100055,900198,59655.392568,20200103,3718,SYNTHETIC,BRIGHT,52.0247773,1.77897219,0.054608,2.891052,31.3424,0,True,0,4677.33,3.963,-1.237,stable
100055,900199,59866.066621,20200104,2780,SYNTHETIC,BRIGHT,51.05009319,2.80758871,0.034247,3.036641,10.5965,0,True,0,4677.33,3.963,-1.237,stable
100055,900200,60292.077557,20200105,1708,SYNTHETIC,BRIGHT,51.74581261,1.49456607,-0.010561,3.072618,48.8538,0,True,0,4677.33,3.963,-1.237,stable
100056,900201,59285.90461,20200101,1669,SYNTHETIC,BRIGHT,74.5843896,1.30258053,0.112394,2.90626,70.5304,0,True,0,4366.45,3.196,0.5,stable
100056,900202,59760.205872,20200102,2827,SYNTHETIC,BRIGHT,73.8270324,1.30465592,-0.005265,3.096732,70.2241,0,True,0,4366.45,3.196,0.5,stable
100056,900203,59948.235555,20200103,1199,SYNTHETIC,BRIGHT,72.42316362,2.18698594,-0.004347,3.208025,18.9657,0,True,0,4366.45,3.196,0.5,stable
100056,900204,59993.450412,20200104,1996,SYNTHETIC,BRIGHT,74.03524238,1.46124788,-0.046594,3.265897,51.8272,0,True,0,4366.45,3.196,0.5,stable
100056,900205,60022.064057,20200105,3870,SYNTHETIC,BRIGHT,73.28663004,1.45664062,-0.126071,3.013315,52.2597,0,True,0,4366.45,3.196,0.5,stable
100057,900206,59084.89607,20200101,1259,SYNTHETIC,BRIGHT,-32.10111692,1.27214614,-0.167978,2.897315,75.2628,0,True,0,4235.17,3.912,0.496,stable
100057,900207,59096.562919,20200102,4927,SYNTHETIC,BRIGHT,-29.19717756,1.70392789,-0.043957,2.760887,34.9131,0,True,0,4235.17,3.912,0.496,stable
100057,900208,59578.782539,20200103,3707,SYNTHETIC,BRIGHT,-28.9666953,1.27400086,0.021177,2.925983,74.961,0,True,0,4235.17,3.912,0.496,stable
100057,900209,59985.314869,20200104,3076,SYNTHETIC,BRIGHT,-30.79219643,1.49471241,0.040691,3.048733,48.8413,0,True,0,4235.17,3.912,0.496,stable
100058,900210,59268.298874,20200101,4139,SYNTHETIC,BRIGHT,103.89028788,1.31514855,-0.050911,3.152848,68.7055,0,True,0,6725.29,3.356,-1.287,stable
100058,900211,59403.011539,20200102,38,SYNTHETIC,BRIGHT,105.12695996,1.48865945,-0.00531,3.078978,49.3619,0,True,0,6725.29,3.356,-1.287,stable
100058,900212,59747.147534,20200103,91,SYNTHETIC,BRIGHT,107.90264846,2.16795962,0.033883,2.92743,19.3647,0,True,0,6725.29,3.356,-1.287,stable
100059,900213,59954.192526,20200101,810,SYNTHETIC,BRIGHT,41.94745222,1.34754566,0.024892,3.023691,64.3153,0,True,0,4596.97,1.733,-0.322,stable
100059,900214,60039.009001,20200102,28,SYNTHETIC,BRIGHT,41.23758835,2.06711567,-0.087426,3.002696,21.7061,0,True,0,4596.97,1.733,-0.322,stable
100059,900215,60102.383683,20200103,4950,SYNTHETIC,BRIGHT,42.67172026,1.3256417,-0.082612,2.987418,67.2356,0,True,0,4596.97,1.733,-0.322,stable
100059,900216,60207.424498,20200104,1685,SYNTHETIC,BRIGHT,43.35183004,1.36121021,0.057895,2.842992,62.5889,0,True,0,4596.97,1.733,-0.322,stable
100060,900217,59752.178628,20200101,734,SYNTHETIC,BRIGHT,111.35527127,1.77215881,-0.073135,2.951828,31.6434,0,True,0,4633.75,3.315,-1.436,stable
100060,900218,60120.848561,20200102,2609,SYNTHETIC,BRIGHT,109.28818698,1.82035308,0.067802,2.999737,29.6031,0,True,0,4633.75,3.315,-1.436,stable
100061,900219,59083.819269,20200101,2322,SYNTHETIC,BRIGHT,67.2406316,1.25800513,-0.031433,2.994,77.6253,0,True,0,5493.06,2.187,-0.411,stable
100061,900220,59292.649364,20200102,4587,SYNTHETIC,BRIGHT,68.81581826,1.54204196,-0.0649,2.955476,45.0398,0,True,0,5493.06,2.187,-0.411,stable
100061,900221,59378.103482,20200103,4255,SYNTHETIC,BRIGHT,71.03772922,1.57710004,0.087673,2.672154,42.503,0,True,0,5493.06,2.187,-0.411,stable
100061,900222,60285.607469,20200104,1972,SYNTHETIC,BRIGHT,69.07731284,1.40480966,0.027858,3.246071,57.5217,0,True,0,5493.06,2.187,-0.411,stable
100062,900223,59052.000718,20200101,4799,SYNTHETIC,BRIGHT,-14.58467145,2.42917389,0.01981,3.254261,14.8047,0,True,0,5747.6,3.409,-1.375,stable
100062,900224,59093.837926,20200102,257,SYNTHETIC,BRIGHT,-15.43168378,1.84384468,0.131554,3.216914,28.6793,0,True,0,5747.6,3.409,-1.375,stable
100062,900225,59266.018875,20200103,4340,SYNTHETIC,BRIGHT,-17.70646066,1.92534506,0.136246,3.141879,25.7886,0,True,0,5747.6,3.409,-1.375,stable
100062,900226,59400.950639,20200104,279,SYNTHETIC,BRIGHT,-17.50733624,1.65051985,-0.042668,3.134784,37.8396,0,True,0,5747.6,3.409,-1.375,stable
100062,900227,60224.034333,20200105,970,SYNTHETIC,BRIGHT,-16.0408541,1.4319442,0.023295,3.06705,54.6727,0,True,0,5747.6,3.409,-1.375,stable
100063,900228,59062.915045,20200101,334,SYNTHETIC,BRIGHT,74.7762652,1.73253515,-0.086382,3.05037,33.4833,0,True,0,6296.22,2.601,-1.44,stable
100063,900229,59165.82839,20200102,1761,SYNTHETIC,BRIGHT,75.1894062,2.31697862,0.025116,3.053297,16.5417,0,True,0,6296.22,2.601,-1.44,stable
100063,900230,60093.944144,20200103,2762,SYNTHETIC,BRIGHT,75.89710717,1.28817569,-0.014505,3.11533,72.7129,0,True,0,6296.22,2.601,-1.44,stable
100064,900231,59220.761563,20200101,2709,SYNTHETIC,BRIGHT,-93.53288262,2.89485277,0.047589,2.890892,9.8822,0,True,0,5132.49,3.15,-2.345,stable
100064,900232,59289.211793,20200102,1223,SYNTHETIC,BRIGHT,-94.10915114,1.43089331,0.108159,3.182608,54.779,0,True,0,5132.49,3.15,-2.345,stable
100064,900233,59774.399009,20200103,1709,SYNTHETIC,BRIGHT,-92.58993805,1.77508296,-0.085043,3.31197,31.5137,0,True,0,5132.49,3.15,-2.345,stable
100064,900234,59863.966091,20200104,4679,SYNTHETIC,BRIGHT,-93.31363723,1.27521934,-0.000548,2.869021,74.7637,0,True,0,5132.49,3.15,-2.345,stable
100065,900235,59111.2107,20200101,232,SYNTHETIC,BRIGHT,-7.10822111,1.41231921,0.111403,3.062169,56.7113,0,True,0,4969.76,3.44,-1.686,stable
100065,900236,59494.700513,20200102,2088,SYNTHETIC,BRIGHT,-2.36456642,2.53490019,0.052071,2.836812,13.4065,0,True,0,4969.76,3.44,-1.686,stable
100065,900237,59534.043886,20200103,717,SYNTHETIC,BRIGHT,-9.81816851,1.29870898,0.132743,3.331425,71.1073,0,True,0,4969.76,3.44,-1.686,stable
100065,900238,59603.769029,20200104,3883,SYNTHETIC,BRIGHT,-7.52119657,1.44200266,-0.043323,2.841664,53.6701,0,True,0,4969.76,3.44,-1.686,stable
100066,900239,59024.03059,20200101,1835,SYNTHETIC,BRIGHT,104.81559474,1.56678951,0.010363,3.06274,43.2264,0,True,0,4746.04,3.279,-0.673,stable
100066,900240,59470.851562,20200102,4396,SYNTHETIC,BRIGHT,105.98807108,1.95864479,0.041025,2.975538,24.732,0,True,0,4746.04,3.279,-0.673,stable
100066,900241,59658.791527,20200103,3338,SYNTHETIC,BRIGHT,106.53607901,2.00861824,-0.098262,3.148548,23.2641,0,True,0,4746.04,3.279,-0.673,stable
100066,900242,59696.609466,20200104,4614,SYNTHETIC,BRIGHT,103.42140141,3.15749384,-0.057965,3.016902,8.1197,0,True,0,4746.04,3.279,-0.673,stable
100066,900243,59784.275587,20200105,1488,SYNTHETIC,BRIGHT,103.51689537,1.28380068,-0.105833,3.026333,73.3959,0,True,0,4746.04,3.279,-0.673,stable
100067,900244,59278.161906,20200101,3035,SYNTHETIC,BRIGHT,-169.51921844,1.25835999,0.071853,2.821527,77.5647,0,True,0,5580.11,3.88,-1.141,stable
100067,900245,59309.079536,20200102,4412,SYNTHETIC,BRIGHT,-171.45948102,1.51231229,-0.094798,2.928685,47.3734,0,True,0,5580.11,3.88,-1.141,stable
100067,900246,59409.877933,20200103,752,SYNTHETIC,BRIGHT,-171.96124234,1.45588443,0.000966,3.174375,52.3312,0,True,0,5580.11,3.88,-1.141,stable
100067,900247,59513.699789,20200104,3829,SYNTHETIC,BRIGHT,-172.01459647,3.28489413,-0.037793,3.137244,7.4301,0,True,0,5580.11,3.88,-1.141,stable
100067,900248,59669.686531,20200105,2938,SYNTHETIC,BRIGHT,-173.22931822,1.27317282,-0.107753,2.822581,75.0955,0,True,0,5580.11,3.88,-1.141,stable
100068,900249,59099.580406,20200101,4519,SYNTHETIC,BRIGHT,171.99465546,2.12740296,-0.12972,2.95595,20.2585,0,True,0,6746.92,3.864,0.154,stable
100068,900250,59524.215531,20200102,1963,SYNTHETIC,BRIGHT,166.02121893,1.45178932,0.051156,2.891151,52.7209,0,True,0,6746.92,3.864,0.154,stable
100068,900251,59862.31419,20200103,4483,SYNTHETIC,BRIGHT,163.89559206,1.80222228,-0.064214,2.920886,30.3469,0,True,0,6746.92,3.864,0.154,stable
100068,900252,60244.966976,20200104,4649,SYNTHETIC,BRIGHT,164.75029599,1.29079293,0.078492,3.010897,72.3089,0,True,0,6746.92,3.864,0.154,stable
100069,900253,59141.72146,20200101,4359,SYNTHETIC,BRIGHT,-5.13807674,2.02139618,0.054763,3.101707,22.9098,0,True,0,4792.55,3.524,-1.655,stable
100069,900254,60160.909961,20200102,1134,SYNTHETIC,BRIGHT,-2.86104747,1.27772238,0.072131,3.026583,74.3608,0,True,0,4792.55,3.524,-1.655,stable
100070,900255,59227.471441,20200101,4434,SYNTHETIC,BRIGHT,-101.66624217,1.70586779,-0.040107,3.200711,34.8133,0,True,0,5030.83,1.998,-1.186,stable
100070,900256,59429.698501,20200102,4152,SYNTHETIC,BRIGHT,-101.02594375,1.2658257,-0.116433,2.926263,76.3052,0,True,0,5030.83,1.998,-1.186,stable
100070,900257,60096.699652,20200103,4293,SYNTHETIC,BRIGHT,-96.97267869,1.27226919,0.013517,3.087573,75.2427,0,True,0,5030.83,1.998,-1.186,stable
100070,900258,60135.675874,20200104,1523,SYNTHETIC,BRIGHT,-98.82398284,1.32662907,-0.084521,3.305285,67.0997,0,True,0,5030.83,1.998,-1.186,stable
100071,900259,59265.374074,20200101,3641,SYNTHETIC,BRIGHT,317.63435678,1.77021678,0.083006,3.020577,31.73,0,True,0,5943.11,3.604,-0.428,stable
100071,900260,59326.335402,20200102,3581,SYNTHETIC,BRIGHT,318.90327723,1.4313299,-0.123181,3.07894,54.7348,0,True,0,5943.11,3.604,-0.428,stable
100071,900261,59915.346401,20200103,2049,SYNTHETIC,BRIGHT,318.58335631,1.45035263,0.098689,2.996368,52.8587,0,True,0,5943.11,3.604,-0.428,stable
100072,900262,59391.456286,20200101,2296,SYNTHETIC,BRIGHT,-32.49205316,1.44108789,0.139861,3.113663,53.7602,0,True,0,5435.03,5.0,-1.714,stable
100072,900263,59614.218259,20200102,1492,SYNTHETIC,BRIGHT,-32.58572345,1.60160149,-0.22897,3.164897,40.8552,0,True,0,5435.03,5.0,-1.714,stable
100072,900264,59709.826563,20200103,1846,SYNTHETIC,BRIGHT,-27.95263253,2.24715607,0.043045,3.159185,17.7817,0,True,0,5435.03,5.0,-1.714,stable
100072,900265,59792.327438,20200104,965,SYNTHETIC,BRIGHT,-28.89808868,1.84571354,0.123542,3.039821,28.6077,0,True,0,5435.03,5.0,-1.714,stable
100073,900266,59118.68058,20200101,3059,SYNTHETIC,BRIGHT,-174.36555125,1.28228547,0.003952,2.851473,73.6346,0,True,0,5349.71,1.511,0.371,stable
100073,900267,59262.92074,20200102,825,SYNTHETIC,BRIGHT,-171.61512192,1.66382026,-0.039226,2.910953,37.0773,0,True,0,5349.71,1.511,0.371,stable
100073,900268,59432.997747,20200103,4018,SYNTHETIC,BRIGHT,-173.04622491,1.49139378,-0.17073,2.999717,49.1257,0,True,0,5349.71,1.511,0.371,stable
100073,900269,59668.917379,20200104,2212,SYNTHETIC,BRIGHT,-174.42959436,1.34185574,-0.001862,2.932425,65.0553,0,True,0,5349.71,1.511,0.371,stable
100073,900270,60251.56881,20200105,3880,SYNTHETIC,BRIGHT,-174.53821772,1.24663695,-0.051796,2.973115,79.6062,0,True,0,5349.71,1.511,0.371,stable
100074,900271,59219.437513,20200101,428,SYNTHETIC,BRIGHT,-67.63257858,1.43368734,-0.110098,2.997237,54.4969,0,True,0,5359.09,4.783,-0.888,stable
100074,900272,59616.702611,20200102,3966,SYNTHETIC,BRIGHT,-66.65670403,2.31737518,-0.023398,3.157021,16.5351,0,True,0,5359.09,4.783,-0.888,stable
100074,900273,60277.065473,20200103,2781,SYNTHETIC,BRIGHT,-68.87171417,1.46126526,0.144397,3.042477,51.8256,0,True,0,5359.09,4.783,-0.888,stable
100075,900274,59774.838388,20200101,3336,SYNTHETIC,BRIGHT,-293.9254224,2.37115866,0.017346,2.859609,15.6668,0,True,0,5833.93,3.904,-1.929,stable
100075,900275,59775.866375,20200102,512,SYNTHETIC,BRIGHT,-295.91825008,1.71593399,-0.031596,3.123291,34.3021,0,True,0,5833.93,3.904,-1.929,stable
100076,900276,59369.163484,20200101,1803,SYNTHETIC,BRIGHT,-195.07017843,2.56135892,-0.061139,3.359776,13.0876,0,True,0,5946.66,4.146,0.077,stable
100076,900277,59429.13822,20200102,3232,SYNTHETIC,BRIGHT,-196.98767878,1.33450262,-0.018703,3.00834,66.0307,0,True,0,5946.66,4.146,0.077,stable
100076,900278,59508.990578,20200103,571,SYNTHETIC,BRIGHT,-198.38776895,1.40776341,-0.040489,2.938102,57.2009,0,True,0,5946.66,4.146,0.077,stable
100076,900279,59685.53734,20200104,4228,SYNTHETIC,BRIGHT,-196.98996629,2.34147929,0.072531,2.972327,16.1372,0,True,0,5946.66,4.146,0.077,stable
100076,900280,59757.090501,20200105,2529,SYNTHETIC,BRIGHT,-195.10382343,1.77948446,0.054891,2.81561,31.32,0,True,0,5946.66,4.146,0.077,stable
100077,900281,59598.805127,20200101,1017,SYNTHETIC,BRIGHT,-71.79969063,2.06450866,-0.033879,3.132738,21.7721,0,True,0,4937.12,3.292,-0.829,stable
100077,900282,60028.824794,20200102,18,SYNTHETIC,BRIGHT,-71.76081263,2.46379351,0.115981,2.938291,14.3237,0,True,0,4937.12,3.292,-0.829,stable
100078,900283,59521.93235,20200101,1793,SYNTHETIC,BRIGHT,-264.9743714,1.53494361,0.020134,2.953214,45.5811,0,True,0,6252.51,5.0,-1.092,stable
100078,900284,59899.555012,20200102,2619,SYNTHETIC,BRIGHT,-268.0630466,2.02724517,-0.123533,3.33544,22.7503,0,True,0,6252.51,5.0,-1.092,stable
100078,900285,60109.486591,20200103,817,SYNTHETIC,BRIGHT,-262.36470544,3.14548966,-0.126389,3.008592,8.1896,0,True,0,6252.51,5.0,-1.092,stable
100079,900286,59681.378199,20200101,2088,SYNTHETIC,BRIGHT,-73.89161144,1.69760018,0.003734,3.228742,35.2418,0,True,0,5006.64,4.045,0.293,stable
100079,900287,60066.574976,20200102,292,SYNTHETIC,BRIGHT,-72.56451214,1.94964249,-0.051551,3.048047,25.0112,0,True,0,5006.64,4.045,0.293,stable
100080,900288,59528.641829,20200101,3675,SYNTHETIC,BRIGHT,97.44407467,1.43107778,-0.050876,2.68372,54.7603,0,True,0,4627.95,3.782,0.5,stable
100080,900289,59652.261401,20200102,541,SYNTHETIC,BRIGHT,96.02539671,2.89221399,0.049601,3.026051,9.9027,0,True,0,4627.95,3.782,0.5,stable
100080,900290,59769.875483,20200103,1278,SYNTHETIC,BRIGHT,95.23536774,1.62877967,-0.021178,2.843904,39.1371,0,True,0,4627.95,3.782,0.5,stable
100080,900291,60241.071779,20200104,1972,SYNTHETIC,BRIGHT,98.16385362,1.38135381,-0.032499,2.946607,60.1679,0,True,0,4627.95,3.782,0.5,stable
100081,900292,59571.625309,20200101,4470,SYNTHETIC,BRIGHT,-20.20738122,1.31897102,0.042155,2.738473,68.1645,0,True,0,4024.55,3.94,-2.123,stable
100081,900293,59996.506872,20200102,426,SYNTHETIC,BRIGHT,-20.14407433,1.93983832,-0.054074,3.04933,25.3206,0,True,0,4024.55,3.94,-2.123,stable
100082,900294,59715.364914,20200101,608,SYNTHETIC,BRIGHT,-124.16184142,2.67619941,0.102406,3.368515,11.8273,0,True,0,4614.17,2.613,-1.36,stable
100082,900295,59741.829236,20200102,4358,SYNTHETIC,BRIGHT,-124.89103218,2.7512363,0.10664,2.952645,11.0997,0,True,0,4614.17,2.613,-1.36,stable
100083,900296,59081.205299,20200101,3345,SYNTHETIC,BRIGHT,217.71801124,2.28011896,0.011716,3.007715,17.1796,0,True,0,5803.33,3.089,-1.48,stable
100083,900297,59748.808626,20200102,4465,SYNTHETIC,BRIGHT,221.01102806,3.05440338,-0.008074,3.12083,8.7506,0,True,0,5803.33,3.089,-1.48,stable
100083,900298,59863.017292,20200103,2960,SYNTHETIC,BRIGHT,220.55743504,1.26926142,-0.018157,3.036479,75.7359,0,True,0,5803.33,3.089,-1.48,stable
100084,900299,59006.398343,20200101,3014,SYNTHETIC,BRIGHT,-18.37498039,1.29991177,-0.075951,2.924004,70.9273,0,True,0,6663.04,3.854,-1.178,stable
100084,900300,59592.909531,20200102,2570,SYNTHETIC,BRIGHT,-20.61740903,1.44850085,-0.100261,2.909497,53.037,0,True,0,6663.04,3.854,-1.178,stable
100084,900301,60075.581595,20200103,625,SYNTHETIC,BRIGHT,-20.09543482,1.661676,0.124728,2.982819,37.1986,0,True,0,6663.04,3.854,-1.178,stable
100085,900302,59204.324264,20200101,4480,SYNTHETIC,BRIGHT,43.40116286,1.37909208,-0.050661,3.229234,60.4326,0,True,0,5005.36,4.03,-0.626,stable
100085,900303,59355.489622,20200102,2912,SYNTHETIC,BRIGHT,43.944992,1.29489844,0.002847,2.684737,71.6819,0,True,0,5005.36,4.03,-0.626,stable
100085,900304,59388.782994,20200103,330,SYNTHETIC,BRIGHT,45.5508502,1.30165029,0.044714,3.055065,70.6684,0,True,0,5005.36,4.03,-0.626,stable
100085,900305,60235.408315,20200104,4600,SYNTHETIC,BRIGHT,45.83494911,1.24897778,-0.038493,2.853271,79.1921,0,True,0,5005.36,4.03,-0.626,stable
100086,900306,59764.509651,20200101,4073,SYNTHETIC,BRIGHT,-3.14422969,2.35333498,0.049267,3.076653,15.9468,0,True,0,6532.73,2.84,-0.675,stable
100086,900307,59835.400733,20200102,956,SYNTHETIC,BRIGHT,-1.09724538,1.27767001,0.181931,3.156103,74.3692,0,True,0,6532.73,2.84,-0.675,stable
100086,900308,60252.189226,20200103,4835,SYNTHETIC,BRIGHT,0.49411589,1.37784255,-0.092856,2.806628,60.5797,0,True,0,6532.73,2.84,-0.675,stable
100086,900309,60285.666988,20200104,37,SYNTHETIC,BRIGHT,1.59114899,1.29423837,-0.10267,2.720935,71.7822,0,True,0,6532.73,2.84,-0.675,stable
100087,900310,59220.917094,20200101,4244,SYNTHETIC,BRIGHT,-132.97284094,3.3890163,-0.055377,3.073655,6.9297,0,True,0,5333.5,2.216,-1.721,stable
100087,900311,59454.691779,20200102,4038,SYNTHETIC,BRIGHT,-134.11546053,1.28559621,0.122753,3.164356,73.1144,0,True,0,5333.5,2.216,-1.721,stable
100087,900312,59631.427071,20200103,755,SYNTHETIC,BRIGHT,-135.66517209,1.29202777,0.072102,2.958062,72.1195,0,True,0,5333.5,2.216,-1.721,stable
100087,900313,59667.705273,20200104,3638,SYNTHETIC,BRIGHT,-135.17024148,3.08729913,-0.061081,2.974566,8.5415,0,True,0,5333.5,2.216,-1.721,stable
100087,900314,59718.402349,20200105,449,SYNTHETIC,BRIGHT,-133.28135735,1.76803959,-0.002814,2.831253,31.8276,0,True,0,5333.5,2.216,-1.721,stable
100088,900315,59073.645149,20200101,3993,SYNTHETIC,BRIGHT,-107.45751629,1.50104639,-0.007943,3.367584,48.3052,0,True,0,5651.99,3.202,-1.816,stable
100088,900316,59478.789864,20200102,1518,SYNTHETIC,BRIGHT,-108.4551923,1.47066799,-0.096817,3.072103,50.9596,0,True,0,5651.99,3.202,-1.816,stable
100089,900317,59102.122251,20200101,3703,SYNTHETIC,BRIGHT,-22.91859524,1.32676692,-0.054611,2.894177,67.0808,0,True,0,6473.84,2.787,-0.745,stable
100089,900318,59224.8584,20200102,4318,SYNTHETIC,BRIGHT,-23.08407954,1.28572661,0.076797,3.224528,73.094,0,True,0,6473.84,2.787,-0.745,stable
100089,900319,59522.709097,20200103,4289,SYNTHETIC,BRIGHT,-23.45866836,1.47137229,-0.073935,2.797337,50.8956,0,True,0,6473.84,2.787,-0.745,stable
100089,900320,60067.912947,20200104,3057,SYNTHETIC,BRIGHT,-21.39056295,2.34428098,-0.060893,3.148753,16.0919,0,True,0,6473.84,2.787,-0.745,stable
100089,900321,60252.234283,20200105,1442,SYNTHETIC,BRIGHT,-25.18712001,1.90441083,0.028413,3.065631,26.4879,0,True,0,6473.84,2.787,-0.745,stable
